"Q","T","U:0","U:1","U:2","Umag","Ux","Uy","Uz","epsilon","k","nut","p","p_rgh","vorticity:0","vorticity:1","vorticity:2","wallHeatFlux","wallShearStress:0","wallShearStress:1","wallShearStress:2","yPlus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.030804,324.67,0.13041,0.16546,0.14919,0.25824,0.13041,0.16546,0.14919,0.0037875,0.02738,0.016757,-16.131,0.16155,-0.13168,0.45105,-0.16464,0,0,0,0,0,1,2.3333,2.3333,2.5,1.5
0.032186,324.77,0.12799,0.16338,0.14303,0.25216,0.12799,0.16338,0.14303,0.0037558,0.027392,0.016913,-16.132,0.16379,-0.12334,0.45044,-0.16957,0,0,0,0,0,1,2.3567,2.3567,2.5,1.5
0.033568,324.86,0.12558,0.16131,0.13687,0.24608,0.12558,0.16131,0.13687,0.003724,0.027405,0.017069,-16.132,0.16603,-0.115,0.44984,-0.17451,0,0,0,0,0,1,2.38,2.38,2.5,1.5
0.034779,324.96,0.12319,0.15919,0.13075,0.24004,0.12319,0.15919,0.13075,0.003693,0.027416,0.017221,-16.132,0.16813,-0.10686,0.44834,-0.17934,0,0,0,0,0,1,2.4033,2.4033,2.5,1.5
0.034962,325.05,0.12102,0.15681,0.1249,0.23426,0.12102,0.15681,0.1249,0.0036665,0.027414,0.017344,-16.132,0.16934,-0.099839,0.44145,-0.18356,0,0,0,0,0,1,2.4267,2.4267,2.5,1.5
0.035145,325.14,0.11884,0.15444,0.11906,0.22848,0.11884,0.15444,0.11906,0.00364,0.027412,0.017467,-16.132,0.17055,-0.092821,0.43456,-0.18777,0,0,0,0,0,1,2.45,2.45,2.5,1.5
0.035329,325.23,0.11667,0.15207,0.11322,0.2227,0.11667,0.15207,0.11322,0.0036136,0.027411,0.017591,-16.131,0.17176,-0.085804,0.42767,-0.19199,0,0,0,0,0,1,2.4733,2.4733,2.5,1.5
0.035512,325.32,0.11449,0.14969,0.10737,0.21692,0.11449,0.14969,0.10737,0.0035871,0.027409,0.017714,-16.131,0.17298,-0.078787,0.42079,-0.19621,0,0,0,0,0,1,2.4967,2.4967,2.5,1.5
0.034751,325.41,0.11259,0.14708,0.10221,0.21162,0.11259,0.14708,0.10221,0.0035716,0.027426,0.017812,-16.131,0.17328,-0.073523,0.40937,-0.1997,0,0,0,0,0,1,2.52,2.52,2.5,1.5
0.033832,325.5,0.11072,0.14443,0.097164,0.2064,0.11072,0.14443,0.097164,0.0035578,0.027446,0.017906,-16.131,0.17344,-0.068552,0.3972,-0.20306,0,0,0,0,0,1,2.5433,2.5433,2.5,1.5
0.032913,325.59,0.10886,0.14178,0.092118,0.20118,0.10886,0.14178,0.092118,0.0035441,0.027466,0.018,-16.131,0.1736,-0.06358,0.38503,-0.20643,0,0,0,0,0,1,2.5667,2.5667,2.5,1.5
0.031994,325.67,0.107,0.13913,0.087071,0.19596,0.107,0.13913,0.087071,0.0035304,0.027487,0.018094,-16.13,0.17375,-0.058609,0.37286,-0.20979,0,0,0,0,0,1,2.59,2.59,2.5,1.5
